,headline,city,accented_city,latitude,longitude,countrycode,pop,cluster,x,y
480,More Zika patients reported in Custodia,Custodia,Custódia,-8.0875,-37.64306,BR,18107.0,1,-37.64306,-8.0875
481,Tupelo Residents Recieve Syphilis vaccine,Tupelo,Tupelo,34.258070000000004,-88.70464,US,35680.0,0,-88.70464,34.258070000000004
483,Spanish Flu Outbreak in Lisbon,Lisbon,Lisbon,38.71667,-9.13333,PT,517802.0,2,-9.13333,38.71667
484,Spanish Flu Spreading through Madrid,Madrid,Madrid,40.4165,-3.70256,ES,3255944.0,2,-3.70256,40.4165
485,Barcelona Struck by Spanish Flu,Barcelona,Barcelona,41.38879,2.15899,ES,1621537.0,2,2.15899,41.38879
486,The Spread of Dengue in Yakima has been Confirmed,Yakima,Yakima,46.60207,-120.5059,US,93701.0,0,-120.5059,46.60207
487,Tuberculosis Hits Luanda,Luanda,Luanda,-8.83682,13.23432,AO,2776168.0,10,13.23432,-8.83682
488,Will West Nile Virus vaccine help Dumai?,Dumai,Dumai,1.6671099999999999,101.44315999999999,ID,143760.0,4,101.44315999999999,1.6671099999999999
489,Rumors about Chlamydia spreading in Redmond have been refuted,Redmond,Redmond,47.67399,-122.12151000000001,US,60598.0,0,-122.12151000000001,47.67399
490,Case of Varicella Reported in Concord,Concord,Concord,37.97798,-122.03107,US,128667.0,0,-122.03107,37.97798
491,Zika virus case reported in Rockland,Rockland,Rockland,42.13066,-70.91615999999999,US,17982.0,0,-70.91615999999999,42.13066
492,Zika investigators coming to Mankato,Mankato,Mankato,44.15906,-94.00915,US,41044.0,0,-94.00915,44.15906
493,Toms River Encounters Severe Symptoms of Respiratory Syncytial Virus,Toms River,Toms River,39.95373,-74.19792,US,88791.0,0,-74.19792,39.95373
494,The Spread of Malaria in Zanzibar has been Confirmed,Zanzibar,Zanzibar,-6.16394,39.19793,TZ,403658.0,7,39.19793,-6.16394
495,Malaria Outbreak Hits Zanzibar's Tourist Industry,Zanzibar,Zanzibar,-6.16394,39.19793,TZ,403658.0,7,39.19793,-6.16394
496,Tourist Perishes from Malaria in Arusha,Arusha,Arusha,-3.3666699999999996,36.68333,TZ,341136.0,7,36.68333,-3.3666699999999996
497,Herpes Symptoms Spread all over New Kingston,New Kingston,New Kingston,18.00747,-76.78319,JM,583958.0,0,-76.78319,18.00747
498,More people in Yokohama are infected with Norovirus every year,Yokohama,Yokohama,35.43333,139.65,JP,3574443.0,4,139.65,35.43333
499,More people in Kitwe are infected with Respiratory Syncytial Virus every year,Kitwe,Kitwe,-12.802430000000001,28.21323,ZM,400914.0,9,28.21323,-12.802430000000001
500,Hepatitis D Keeps Spreading in Bismarck,Bismarck,Bismarck,46.80833,-100.78374000000001,US,71167.0,0,-100.78374000000001,46.80833
501,Varicella Outbreak in Minot,Minot,Minot,48.23251,-101.29626999999999,US,49450.0,0,-101.29626999999999,48.23251
502,Malaria has Arrived in Terrebonne,Terrebonne,Terrebonne,45.70004,-73.64732,CA,94703.0,0,-73.64732,45.70004
503,Chikungunya Keeps Spreading in North Vancouver,North Vancouver,North Vancouver,49.316359999999996,-123.06934,CA,48000.0,0,-123.06934,49.316359999999996
504,Authorities are Worried about the Spread of Chickenpox in Hemet,Hemet,Hemet,33.747609999999995,-116.97306999999999,US,83861.0,0,-116.97306999999999,33.747609999999995
507,Rumors about Hepatitis C spreading in Darien have been refuted,Darien,Darien,41.751979999999996,-87.97395,US,22256.0,0,-87.97395,41.751979999999996
508,The Spread of West Nile Virus in Fairfield has been Confirmed,Fairfield,Fairfield,38.249359999999996,-122.03997,US,112970.0,0,-122.03997,38.249359999999996
509,Princeton Encounters Severe Symptoms of Dengue,Princeton,Princeton,40.34872,-74.65905,US,29603.0,0,-74.65905,40.34872
510,Norovirus Keeps Spreading in Copenhagen,Copenhagen,Copenhagen,55.675940000000004,12.56553,DK,1153615.0,2,12.56553,55.675940000000004
511,Wuhan is infested with Varicella,Wuhan,Wuhan,30.58333,114.26666999999999,CN,9785388.0,4,114.26666999999999,30.58333
512,Zika spreads to San Luis Potosi,San Luis Potosi,San Luis Potosí,22.149820000000002,-100.97916,MX,722772.0,0,-100.97916,22.149820000000002
514,Spike of Norovirus Cases in Canberra,Canberra,Canberra,-35.28346,149.12807,AU,367752.0,5,149.12807,-35.28346
515,Zika Troubles come to Greater Noida,Greater Noida,Greater Noida,28.49615,77.53601,IN,293908.0,8,77.53601,28.49615
516,Lower Hospitalization in Palm Springs after Hepatitis A Vaccine becomes Mandatory,Palm Springs,Palm Springs,33.8303,-116.54529,US,47371.0,0,-116.54529,33.8303
518,Outbreak of Zika in Leesburg,Leesburg,Leesburg,39.11566,-77.5636,US,51209.0,0,-77.5636,39.11566
519,Authorities are Worried about the Spread of Tuberculosis in Cantu,Cantu,Cantù,45.74096,9.13084,IT,37273.0,2,9.13084,45.74096
521,New medicine wipes out HIV in Kihei,Kihei,Kīhei,20.76462,-156.44578,US,20881.0,-1,-156.44578,20.76462
522,Sangre Grande Residents Recieve Gonorrhea vaccine,Sangre Grande,Sangre Grande,10.58705,-61.13008000000001,TT,15968.0,0,-61.13008000000001,10.58705
523,Outbreak of Zika in Colombo,Colombo,Colombo,6.93548,79.84868,LK,648034.0,8,79.84868,6.93548
524,Will Rotavirus vaccine help Addis Ababa?,Addis Ababa,Addis Ababa,9.02497,38.74689,ET,2757729.0,11,38.74689,9.02497
525,Stony Brook University experts discuss Zika virus,University,University,28.073890000000002,-82.43902,US,41163.0,0,-82.43902,28.073890000000002
526,Lower Hospitalization in Janesville after Varicella Vaccine becomes Mandatory,Janesville,Janesville,42.682790000000004,-89.01872,US,64123.0,0,-89.01872,42.682790000000004
527,Rabies Outbreak in Altus,Altus,Altus,34.63813,-99.33398000000001,US,19214.0,0,-99.33398000000001,34.63813
528,Miami resident suggests Zika precautions,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
529,Zika Troubles come to Jaen,Jaen,Jaen,15.3275,120.9192,PH,39700.0,4,120.9192,15.3275
530,Hepatitis B Exposure in Edinburgh,Edinburgh,Edinburgh,55.952059999999996,-3.1964799999999998,GB,464990.0,2,-3.1964799999999998,55.952059999999996
531,Zika case reported in Reynosa,Reynosa,Reynosa,26.08061,-98.28835,MX,589466.0,0,-98.28835,26.08061
532,Schools in Tulare Closed Due to Mumps Outbreak,Tulare,Tulare,36.20773,-119.34733999999999,US,62315.0,0,-119.34733999999999,36.20773
533,More Zika patients reported in Chennai,Chennai,Chennai,13.08784,80.27847,IN,4328063.0,8,80.27847,13.08784
534,Hepatitis D Keeps Spreading in Danvers,Danvers,Danvers,42.57509,-70.93005,US,26493.0,0,-70.93005,42.57509
535,Authorities a Miami,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
536,Zika case reported in Medellin,Medellin,Medellín,6.2518400000000005,-75.56359,CO,1999979.0,0,-75.56359,6.2518400000000005
537,Spike of Tuberculosis Cases in Albuquerque,Albuquerque,Albuquerque,35.08449,-106.65113999999998,US,559121.0,0,-106.65113999999998,35.08449
538,More people in Cranford are infected with Hepatitis A every year,Cranford,Cranford,40.65844,-74.29959000000001,US,22627.0,0,-74.29959000000001,40.65844
539,West Nile Virus Hits Monroe,Monroe,Monroe,32.50931,-92.1193,US,49598.0,0,-92.1193,32.50931
540,Pneumonia Outbreak in Springville,Springville,Springville,40.16523,-111.61075,US,32286.0,0,-111.61075,40.16523
541,Zika arrives in San Onofre,San Onofre,San Onofre,9.73586,-75.52626,CO,32957.0,0,-75.52626,9.73586
542,Lung Cancer Rates Increasing in Moscow,Moscow,Moscow,55.752219999999994,37.615559999999995,RU,10381222.0,-1,37.615559999999995,55.752219999999994
543,Rumors about Rotavirus Spreading in Joliet have been Refuted,Joliet,Joliet,41.52519,-88.0834,US,147861.0,0,-88.0834,41.52519
544,More Zika patients reported in Chanthaburi,Chanthaburi,Chanthaburi,12.60961,102.10446999999999,TH,99819.0,4,102.10446999999999,12.60961
545,Lawrenceville is infested with Dengue,Lawrenceville,Lawrenceville,33.95621,-83.98796,US,30493.0,0,-83.98796,33.95621
546,Zika Reported in Ciudad Acuna,Ciudad Acuna,Ciudad Acuña,29.323220000000003,-100.95217,MX,134233.0,0,-100.95217,29.323220000000003
547,Zika case reported in Limoeiro,Limoeiro,Limoeiro,-7.87472,-35.45028,BR,42328.0,1,-35.45028,-7.87472
548,Ibadan tests new cure for Malaria,Ibadan,Ibadan,7.377560000000001,3.90591,NG,3565108.0,10,3.90591,7.377560000000001
549,Gonorrhea has Arrived in Avon Lake,Avon Lake,Avon Lake,41.505320000000005,-82.0282,US,23453.0,0,-82.0282,41.505320000000005
550,Pneumonia has not Left Kinshasa,Kinshasa,Kinshasa,-4.32758,15.31357,CD,7785965.0,10,15.31357,-4.32758
551,Respiratory Syncytial Virus Hits Henderson,Henderson,Henderson,36.0397,-114.98194,US,285667.0,0,-114.98194,36.0397
552,More Zika patients reported in Lakeland,Lakeland,Lakeland,28.03947,-81.9498,US,104401.0,0,-81.9498,28.03947
553,Malaria Vaccine is now Required in Winona,Winona,Winona,44.04996,-91.63932,US,27094.0,0,-91.63932,44.04996
554,More Patients in Canton are Getting Diagnosed with Norovirus,Canton,Canton,42.30865,-83.48216,US,86825.0,0,-83.48216,42.30865
555,Ronkonkoma is infested with Chickenpox,Ronkonkoma,Ronkonkoma,40.81538,-73.11233,US,19082.0,0,-73.11233,40.81538
556,Kedougou tests new cure for Hepatitis C,Kedougou,Kédougou,12.55561,-12.180760000000001,SN,17922.0,6,-12.180760000000001,12.55561
557,Gonorrhea Exposure in Norwalk,Norwalk,Norwalk,33.90224,-118.08173000000001,US,107140.0,0,-118.08173000000001,33.90224
558,How to Avoid Rhinovirus in Medford,Medford,Medford,42.32652,-122.87558999999999,US,79805.0,0,-122.87558999999999,42.32652
559,Hepatitis D Symptoms Spread all over Evansville,Evansville,Evansville,37.974759999999996,-87.55585,US,119943.0,0,-87.55585,37.974759999999996
560,New medicine wipes out Herpes in Bossier City,Bossier City,Bossier City,32.51599,-93.73212,US,68094.0,0,-93.73212,32.51599
561,Pneumonia Exposure in San Jose,San Jose,San Jose,37.33939,-121.89496000000001,US,1026908.0,0,-121.89496000000001,37.33939
562,Authorities are Worried about the Spread of Mad Cow Disease in Edinburgh,Edinburgh,Edinburgh,55.952059999999996,-3.1964799999999998,GB,464990.0,2,-3.1964799999999998,55.952059999999996
563,Duluth Patient in Critical Condition after Contracting Rotavirus,Duluth,Duluth,46.78327,-92.10658000000001,US,86110.0,0,-92.10658000000001,46.78327
565,Norfolk tests new cure for Herpes,Norfolk,Norfolk,36.84681,-76.28522,US,246393.0,0,-76.28522,36.84681
566,More Zika patients reported in Botucatu,Botucatu,Botucatu,-22.88583,-48.445,BR,113862.0,1,-48.445,-22.88583
567,Manassas Encounters Severe Symptoms of Measles,Manassas,Manassas,38.75095,-77.47527,US,41764.0,0,-77.47527,38.75095
568,Fayetteville authorities confirmed the spread of HIV,Fayetteville,Fayetteville,35.052659999999996,-78.87836,US,201963.0,0,-78.87836,35.052659999999996
569,Varicella Exposure in Cambridge,Cambridge,Cambridge,52.2,0.11667000000000001,GB,158434.0,2,0.11667000000000001,52.2
570,Hepatitis A Vaccine is now Required in Fukushima,Fukushima,Fukushima,37.75,140.46667,JP,294237.0,4,140.46667,37.75
571,Zika Outbreak in South Miami,Miami,Miami,25.77427,-80.19366,US,441003.0,0,-80.19366,25.77427
572,Hepatitis D Symptoms Spread all over North Bethesda,North Bethesda,North Bethesda,39.04455,-77.11887,US,43828.0,0,-77.11887,39.04455
573,Panama City's first Zika related death,Panama City,Panama City,30.15946,-85.65983,US,38286.0,0,-85.65983,30.15946
574,West Nile Virus has Arrived in Dongguan,Dongguan,Dongguan,23.017970000000002,113.74866000000002,CN,8000000.0,4,113.74866000000002,23.017970000000002
575,Zika arrives in Belmopan,Belmopan,Belmopan,17.25,-88.76666999999999,BZ,13381.0,0,-88.76666999999999,17.25
576,Zika seminars in Yuma County,Yuma,Yuma,32.72532,-114.6244,US,94139.0,0,-114.6244,32.72532
577,Rumors about Hepatitis E Spreading in Morristown have been Refuted,Morristown,Morristown,36.21398,-83.29489000000001,US,29478.0,0,-83.29489000000001,36.21398
578,Mumps Outbreak in Joplin,Joplin,Joplin,37.08423,-94.51328000000001,US,51818.0,0,-94.51328000000001,37.08423
580,Authorities are Worried about the Spread of Mumps in Corona,Corona,Corona,33.87529,-117.56643999999999,US,164226.0,0,-117.56643999999999,33.87529
581,Schools in Danville Closed Due to Tuberculosis Outbreak,Danville,Danville,37.82159,-121.99996000000002,US,44400.0,0,-121.99996000000002,37.82159
583,Marquette tests new cure for Hepatitis A,Marquette,Marquette,46.54354,-87.39542,US,21297.0,0,-87.39542,46.54354
584,Norovirus Vaccine is now Required in Anaheim,Anaheim,Anaheim,33.83529,-117.9145,US,350742.0,0,-117.9145,33.83529
585,Zika Outbreak in Manaus,Manaus,Manaus,-3.1019400000000004,-60.025,BR,1598210.0,-1,-60.025,-3.1019400000000004
586,Zika spreads to Caucasia,Caucasia,Caucasia,7.98654,-75.19349,CO,58034.0,0,-75.19349,7.98654
587,Case of Malaria Reported in Aurora,Aurora,Aurora,39.72943,-104.83192,US,359407.0,0,-104.83192,39.72943
588,Manchester Residents Recieve Influenza vaccine,Manchester,Manchester,53.48095,-2.23743,GB,395515.0,2,-2.23743,53.48095
589,Zika spreads to Kamphaeng Phet,Kamphaeng Phet,Kamphaeng Phet,16.483439999999998,99.52153,TH,58787.0,4,99.52153,16.483439999999998
590,Rotavirus Vaccine is now Required in Labasa,Labasa,Labasa,-16.4332,179.36451,FJ,27949.0,13,179.36451,-16.4332
591,The Spread of Hepatitis E in Fargo has been Confirmed,Fargo,Fargo,46.87719,-96.7898,US,118523.0,0,-96.7898,46.87719
592,Zika Outbreak in Mexicali,Mexicali,Mexicali,32.62781,-115.45446000000001,MX,689775.0,0,-115.45446000000001,32.62781
593,West Nile Virus Keeps Spreading in Hauppauge,Hauppauge,Hauppauge,40.82565,-73.20260999999999,US,20882.0,0,-73.20260999999999,40.82565
594,Bronchitis Keeps Spreading in Hayward,Hayward,Hayward,37.668820000000004,-122.0808,US,158289.0,0,-122.0808,37.668820000000004
597,Zika spreads to Plant City,Plant City,Plant City,28.01888,-82.11469,US,37406.0,0,-82.11469,28.01888
598,Chlamydia Exposure in Sanaa,Sanaa,Sanaa,15.35472,44.20667,YE,1937451.0,11,44.20667,15.35472
599,Zika Reported in North Miami Beach,North Miami Beach,North Miami Beach,25.93315,-80.16255,US,43971.0,0,-80.16255,25.93315
600,More Patients in Kensington are Getting Diagnosed with Varicella,Kensington,Kensington,40.646209999999996,-73.97069,US,39120.0,0,-73.97069,40.646209999999996
602,Case of West Nile Virus Reported in Riverside,Riverside,Riverside,33.95335,-117.39616000000001,US,322424.0,0,-117.39616000000001,33.95335
603,Northfield Encounters Severe Symptoms of Herpes,Northfield,Northfield,44.4583,-93.1616,US,20380.0,0,-93.1616,44.4583
604,The Spread of Respiratory Syncytial Virus in Monroe has been Confirmed,Monroe,Monroe,32.50931,-92.1193,US,49598.0,0,-92.1193,32.50931
605,How to Avoid Hepatitis B in Trenton,Trenton,Trenton,40.21705,-74.74294,US,84225.0,0,-74.74294,40.21705
606,Zika Reported in Ilopango,Ilopango,Ilopango,13.701670000000002,-89.10944,SV,38890.0,0,-89.10944,13.701670000000002
607,Barstow Patient in Critical Condition after Contracting Herpes,Barstow,Barstow,34.898590000000006,-117.02282,US,23692.0,0,-117.02282,34.898590000000006
608,Hepatitis D Exposure in Aswan,Aswan,Aswan,24.09082,32.89942,EG,241261.0,11,32.89942,24.09082
609,Will Gonorrhea vaccine help East Moline?,East Moline,East Moline,41.50087,-90.4443,US,21350.0,0,-90.4443,41.50087
610,New medicine wipes out Influenza in Redlands,Redlands,Redlands,34.05557,-117.18253999999999,US,71035.0,0,-117.18253999999999,34.05557
611,How to Avoid Contaminated Meat when Visiting Basel,Basel,Basel,47.55839,7.57327,CH,164488.0,2,7.57327,47.55839
612,More Zika patients reported in Kampong Speu,Kampong Speu,Kampong Speu,11.45332,104.52085,KH,33231.0,4,104.52085,11.45332
613,Alameda Residents Recieve Rabies vaccine,Alameda,Alameda,37.765209999999996,-122.24163999999999,US,78630.0,0,-122.24163999999999,37.765209999999996
614,Mad Cow Disease Detected in Lyon,Lyon,Lyon,45.748459999999994,4.84671,FR,472317.0,2,4.84671,45.748459999999994
615,Memphis Encounters Severe Symptoms of Swine Flu,Memphis,Memphis,35.14953,-90.04898,US,655770.0,0,-90.04898,35.14953
616,Zika Troubles come to Delray Beach,Delray Beach,Delray Beach,26.46146,-80.07282,US,66255.0,0,-80.07282,26.46146
617,How to Avoid Chikungunya in Hampton,Hampton,Hampton,37.02987,-76.34522,US,136454.0,0,-76.34522,37.02987
618,Zika Reported in Sao Jose,Sao Jose,São José,-28.211709999999997,-49.1632,BR,200000.0,1,-49.1632,-28.211709999999997
619,Case of Norovirus Reported in Stratford,Stratford,Stratford,41.184540000000005,-73.13316999999999,US,51384.0,0,-73.13316999999999,41.184540000000005
620,How to Avoid Hepatitis E in South Bend,South Bend,South Bend,41.68338,-86.25001,US,101516.0,0,-86.25001,41.68338
621,Hepatitis C Outbreak in Bethlehem,Bethlehem,Bethlehem,-28.23078,28.30707,ZA,83654.0,9,28.30707,-28.23078
622,Davenport is infested with Dengue,Davenport,Davenport,41.52364,-90.57764,US,102582.0,0,-90.57764,41.52364
623,Rumors about Swine Flu spreading in Suzhou have been refuted,Suzhou,Suzhou,31.30408,120.59538,CN,5345961.0,4,120.59538,31.30408
624,Malaria Vaccine is now Required in Elyria,Elyria,Elyria,41.36838,-82.10765,US,53775.0,0,-82.10765,41.36838
626,Case of Swine Flu Reported in Tbilisi,Tbilisi,Tbilisi,41.694109999999995,44.83368,GE,1049498.0,12,44.83368,41.694109999999995
629,Influenza Keeps Spreading in Suffolk,Suffolk,Suffolk,36.728359999999995,-76.58496,US,88161.0,0,-76.58496,36.728359999999995
630,More people in Allentown are infected with Chlamydia every year,Allentown,Allentown,40.60843,-75.49018000000001,US,120207.0,0,-75.49018000000001,40.60843
631,Mad Cow Disease re-emerges in Bedford,Bedford,Bedford,52.13459,-0.46631999999999996,GB,106940.0,2,-0.46631999999999996,52.13459
632,Authorities are Worried about the Spread of Hepatitis B in Yiwu,Yiwu,Yiwu,29.31506,120.07676000000001,CN,89629.0,4,120.07676000000001,29.31506
633,Zika Outbreak in Yurimaguas,Yurimaguas,Yurimaguas,-5.90181,-76.12234000000001,PE,41827.0,0,-76.12234000000001,-5.90181
634,Dengue Outbreak in Easton,Easton,Easton,40.68843,-75.22073,US,26915.0,0,-75.22073,40.68843
635,Varicella has Arrived in Milton,Milton,Milton,43.51681,-79.88294,CA,101715.0,0,-79.88294,43.51681
636,New medicine wipes out Meningitis in Sevilla,Sevilla,Sevilla,37.38283,-5.97317,ES,703206.0,2,-5.97317,37.38283
637,Authorities are Worried about the Spread of Varicella in Clovis,Clovis,Clovis,36.82523,-119.70291999999999,US,104180.0,0,-119.70291999999999,36.82523
638,More Zika patients reported in Fort Worth,Fort Worth,Fort Worth,32.72541,-97.32085,US,833319.0,0,-97.32085,32.72541
639,Zika symptoms spotted in Boynton Beach,Boynton Beach,Boynton Beach,26.52535,-80.06643000000001,US,73966.0,0,-80.06643000000001,26.52535
640,Outbreak of Zika in Portoviejo,Portoviejo,Portoviejo,-1.0545799999999999,-80.45445,EC,170326.0,0,-80.45445,-1.0545799999999999
641,Influenza Exposure in Muscat,Muscat,Muscat,23.58413,58.40778,OM,797000.0,-1,58.40778,23.58413
642,Rumors about Rabies spreading in Jerusalem have been refuted,Jerusalem,Jerusalem,31.769040000000004,35.21633,IL,801000.0,11,35.21633,31.769040000000004
643,More Zika patients reported in Indang,Indang,Indang,14.195279999999999,120.87693999999999,PH,41159.0,4,120.87693999999999,14.195279999999999
644,Suva authorities confirmed the spread of Rotavirus,Suva,Suva,-18.14161,178.44149,FJ,77366.0,13,178.44149,-18.14161
645,More Zika patients reported in Bella Vista,Bella Vista,Bella Vista,18.455389999999998,-69.9454,DO,175683.0,0,-69.9454,18.455389999999998
646,Zika Outbreak in Wichita Falls,Wichita Falls,Wichita Falls,33.913709999999995,-98.49339,US,104710.0,0,-98.49339,33.913709999999995
